pmid	year	journal	title	abstract	source_file
41263940	2025	Briefings in bioinformatics	SciSt: single-cell reference-informed spatial gene expression prediction from pathological images.	The widespread application of spatial transcriptomics in uncovering disease mechanisms remains limited by the scarcity of samples and the high experimental costs, which have not declined substantially in recent years. Unlocking the vast resources of clinical H&E-stained images could provide an efficient and cost-effective alternative for large-scale spatial analysis. However, predicting spatial gene expression from histopathological images remains challenging, as existing end-to-end frameworks often fail to capture the intrinsic transcriptomic structures observed in real transcriptomics data. To address this, we developed SciSt, a deep learning framework that predicts spatial gene expression by integrating pathological features with biologically informed initial gene expressions. These initial expressions are generated through a weighted strategy combining cell segmentation and single-cell reference data, thereby enhancing biological interpretability. SciSt achieved state-of-the-art performance across three benchmark datasets, outperforming the second-best models by 21.4% and 13.7%, respectively, and demonstrated robust generalization on the TCGA-BRCA and TCGA-LIHC cohorts. Beyond accurate prediction, SciSt enables cross-modal translation between morphology and gene expression, offering new avenues for mining the untapped potential of clinical image archives. This work highlights how prior biological knowledge can substantially advance the interpretability and scalability of biomedical AI models.	spatial_or_multimodal_integration_records.tsv
40220278	2025	Briefings in bioinformatics	Multi-Manifolds fusing hyperbolic graph network balanced by pareto optimization for identifying spatial domains of spatial transcriptomics.	Identifying spatial domains for spatial transcriptomics is crucial for achieving comprehensive insights into the pathogenesis of gene expression. Increasingly, computational methods based on graph neural networks are being developed for spatial transcriptomics. However, previous methods have solely focused on the Euclidean manifold. To effectively exploit and explore the informative and deeper topological structures of inherent manifolds, we presented a Multi-Manifolds fusing hyperbolic graph network, balanced by Pareto optimization, for identifying spatial domains in Spatial Transcriptomics (MManiST). First, we developed multi-manifolds encoders for distinct manifolds using the hyperbolic neural network. Features from different manifolds were then combined using an attention mechanism, with multiple reconstruction losses balanced by Pareto optimization. Extensive experiments on commonly used benchmark datasets show that our method consistently outperforms seven state-of-the-art methods. Additionally, we investigated the validity of each component and the impact of fusion methods in ablation experiments.	spatial_or_multimodal_integration_records.tsv
41267124	2025	Genome biology	scSpecies: enhancement of network architecture alignment in comparative single-cell studies.	Animals can provide meaningful context for human single-cell data. To transfer information between species, we propose a deep learning approach that pre-trains a conditional variational autoencoder on animal data and transfers its final encoder layers to a human network architecture. Our approach then aligns latent spaces by leveraging data-level and model-learned similarities. We utilize this for label transfer and differential gene expression analysis in cross-species pairs of liver, adipose tissue, and glioblastoma datasets. Our results are robust even when gene sets differ, or datasets are small. Thus, we reliably exploit similarities between species to provide context for human single-cell data.	RNA-seq_records.filtered.tsv
40983974	2025	Genome biology	GeneRAIN: multifaceted representation of genes via deep learning of gene expression networks.	We develop GeneRAIN, a suite of Transformer-based models that learn gene expression relationships from 410 K human bulk RNA-seq samples. Featuring a novel Binning-By-Gene normalization technique, our models capture diverse biological information beyond expression. We introduce GeneRAIN-vec, a multifaceted vectorized gene representation that outperforms those from existing models. We demonstrate knowledge transfer from protein-coding genes to Make 62.5 million biological attribute predictions for 13,030 long noncoding RNAs. This work advances Transformer and self-supervised deep learning applications to expression data, enhancing biological exploration.	RNA-seq_records.filtered.tsv
41267095	2025	Genome biology	Benchmarking deep learning methods for biologically conserved single-cell integration.	BACKGROUND: Advancements in single-cell RNA sequencing have enabled the analysis of millions of cells, but integrating such data across samples and methods while mitigating batch effects remains challenging. Deep learning approaches address this by learning biologically conserved gene expression representations, yet systematic benchmarking of loss functions and integration performance is lacking. RESULTS: We evaluate 16 integration methods using a unified variational autoencoder framework, incorporating batch and cell-type information. Results reveal limitations in the single-cell integration benchmarking index (scIB) for preserving intra-cell-type information. To address this, we introduce a correlation-based loss function and enhance benchmarking metrics to better capture biological conservation. Using cell annotations from lung and breast atlases, our approach improves biological signal preservation. We propose a refined integration framework, scIB-E, and metrics that provide deeper insights into the integration process and offer guidance for advanced developments in integrating increasingly complex single-cell data. CONCLUSIONS: This benchmark highlights the potential of deep learning-based approaches for single-cell data integration, emphasizing the importance of biologically informed metrics and improved benchmarking strategies.	scRNA-seq_records.tsv
40119479	2025	Genome biology	scVAEDer: integrating deep diffusion models and variational autoencoders for single-cell transcriptomics analysis.	Discovering a lower-dimensional embedding of single-cell data can improve downstream analysis. The embedding should encapsulate both the high-level features and low-level variations. While existing generative models attempt to learn such low-dimensional representations, they have limitations. Here, we introduce scVAEDer, a scalable deep-learning model that combines the power of variational autoencoders and deep diffusion models to learn a meaningful representation that retains both global structure and local variations. Using the learned embeddings, scVAEDer can generate novel scRNA-seq data, predict perturbation response on various cell types, identify changes in gene expression during dedifferentiation, and detect master regulators in biological processes.	scRNA-seq_records.tsv
41057862	2025	Genome biology	High-precision cell-type mapping and annotation of single-cell spatial transcriptomics with STAMapper.	In this paper, we develop a heterogeneous graph neural network, STAMapper, to transfer the cell-type labels from single-cell RNA-sequencing (scRNA-seq) data to single-cell spatial transcriptomics (scST) data. We collect 81 scST datasets consisting of 344 slices and 16 paired scRNA-seq datasets from eight technologies and five tissues to validate the efficiency of STAMapper. STAMapper achieves the best performance on 75 out of 81 datasets compared to competing methods in accuracy. STAMapper demonstrates enhanced performance over manual annotations, particularly at the boundaries of cell clusters, enables the unknown cell-type detection in scST data, and exhibits precise cell subtype annotations.	scRNA-seq_records.tsv
40993718	2025	Genome biology	scKAN: interpretable single-cell analysis for cell-type-specific gene discovery and drug repurposing via Kolmogorov-Arnold networks.	BACKGROUND: Analysis of single-cell RNA sequencing (scRNA-seq) data has revolutionized our understanding of cellular heterogeneity, yet current approaches face challenges in efficiency, interpretability, and connecting molecular insights to therapeutic applications. Despite advances in deep learning methods, identifying cell-type-specific functional gene sets remains difficult. RESULTS: In this study, we present scKAN, an interpretable framework for scRNA-seq analysis with two primary goals: accurate cell-type annotation and the discovery of cell-type-specific marker genes and gene sets. The key innovation is using the learnable activation curves of the Kolmogorov-Arnold network to model gene-to-cell relationships. This approach provides a more direct way to visualize and interpret these specific interactions compared to the aggregated weighting schemes typical of attention mechanisms. This architecture achieves superior performance in cell-type annotation, with a 6.63% improvement in macro F1 score over state-of-the-art methods. Additionally, it enables the systematic identification of functionally coherent cell-type-specific gene sets. We demonstrate the framework's translational potential through a case study on pancreatic ductal adenocarcinoma, where gene signatures identified by scKAN led to a potential drug repurposing candidate, whose binding stability was supported by molecular dynamics simulations. CONCLUSIONS: Our work establishes scKAN as an efficient and interpretable framework that effectively bridges single-cell analysis with drug discovery. By combining lightweight architecture with the ability to uncover nuanced biological patterns, our approach offers an interpretable method for translating large-scale single-cell data into actionable therapeutic strategies. This approach provides a robust foundation for accelerating the identification of cell-type-specific targets in complex diseases.	scRNA-seq_records.tsv
40702544	2025	Genome biology	Joint representation and visualization of derailed cell states with Decipher.	Biological insights often depend on comparing conditions such as disease and health. Yet, we lack effective computational tools for integrating single-cell genomics data across conditions or characterizing transitions from normal to deviant cell states. Here, we present Decipher, a deep generative model that characterizes derailed cell-state trajectories. Decipher jointly models and visualizes gene expression and cell state from normal and perturbed single-cell RNA-seq data, revealing shared and disrupted dynamics. We demonstrate its superior performance across diverse contexts, including in pancreatitis with oncogene mutation, acute myeloid leukemia, and gastric cancer.	scRNA-seq_records.tsv
40495225	2025	Genome biology	spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.	Spatial domain identification is crucial in spatial transcriptomics analysis. Existing methods excel with continuous and clustered distributions but struggle with discrete ones. We present spaMGCN, an innovative approach specifically designed for identifying spatial domains, especially in discrete tissue distributions. By integrating spatial transcriptomics and spatial epigenomic data through an autoencoder and a multi-scale adaptive graph convolutional network, spaMGCN outperforms baseline methods. Our evaluations demonstrate its effectiveness in recognizing discrete T cell zones in mouse spleens and follicular cells in human lymph nodes, as well as effectively distinguishing capsule structures from surrounding tissues.	spatial_or_multimodal_integration_records.tsv
41194133	2025	Genome biology	MaskGraphene: an advanced framework for interpretable joint representation for multi-slice, multi-condition spatial transcriptomics.	"Recent advances in spatial transcriptomics (ST) highlight the need to integrate multiple slices for joint analysis. A key challenge is generating interpretable embeddings that preserve spatial geometry while correcting batch effects. We present MaskGraphene, a graph neural network that integrates ST data via masked self-supervised learning, triplet loss, and cluster-wise local alignment. By establishing indirect ""soft-links"" and direct ""hard-links"" across slices, MaskGraphene yields joint embeddings with high geometric fidelity. Benchmarks against eight methods demonstrate superior alignment and interpretability. MaskGraphene enhances downstream applications, including domain identification, trajectory reconstruction, biomarker discovery, and brain-layer mapping, enabling robust ST integration and biological insight."	spatial_or_multimodal_integration_records.tsv
40462157	2025	Genome biology	DeepGFT: identifying spatial domains in spatial transcriptomics of complex and 3D tissue using deep learning and graph Fourier transform.	The rapid advancements in spatially resolved transcriptomics (SRT) enable the characterization of gene expressions while preserving spatial information. However, high dropout rates and noise hinder accurate spatial domain identification for understanding tissue architecture. We present DeepGFT, a method that simultaneously models spot-wise and gene-wise relationships by integrating deep learning with graph Fourier transform for spatial domain identification. Benchmarking results demonstrate the superiority of DeepGFT over existing methods. DeepGFT detects tumor substructures with immune-related differences in human breast cancer, identifies the complex germinal centers accurately in human lymph node, and accurately reveals the developmental changes in 3D Drosophila data.	spatial_or_multimodal_integration_records.tsv
40973498	2025	Genome research	Deep structural clustering reveals hidden systematic biases in RNA sequencing data.	RNA sequencing (RNA-seq) is a pivotal tool for transcriptomic analysis, providing comprehensive exploration of gene expression across diverse biological contexts. However, RNA-seq data are susceptible to various biases that can significantly compromise the accuracy and reliability of transcript quantification. This study investigates the influence of high-dimensional RNA structures on local sequencing efficiency using an innovative unsupervised variational autoencoder-Gaussian mixture model (VAE-GMM). The VAE-GMM effectively captures intricate high-dimensional k-mer structural similarities by learning compact latent representations, which reduces dimensionality while meticulously preserving essential structural features crucial for bias identification. This sophisticated modeling allows precise tracking of local RNA-read conversion dynamics and the identification of complex, often overlooked bias sources. We rigorously validate the VAE-GMM model's performance and robustness against conventional machine learning techniques, including Gaussian mixture models (GMM-only), principal component analysis-based GMMs, k-means clustering, and hierarchical clustering. These validations, using an extensive and diverse array of data sets, including synthetic RNA constructs, various human cell lines, and authentic tissue samples, consistently demonstrate the model's superior versatility and accuracy across different biological systems. Furthermore, in silico simulations of the sequencing process closely align with actual sequencing data, strongly reinforcing the critical role of high-dimensional RNA structures in determining sequencing efficiency and their impact on data quality. Our findings offer valuable insights into the underlying mechanisms of RNA structure-mediated sequencing bias. This deeper understanding enables more accurate and reliable RNA-seq analyses and is expected to improve the interpretation of transcriptomic data in future genomic studies.	RNA-seq_records.filtered.tsv
38565973	2025	Nature biotechnology	The covariance environment defines cellular niches for spatial inference.	A key challenge of analyzing data from high-resolution spatial profiling technologies is to suitably represent the features of cellular neighborhoods or niches. Here we introduce the covariance environment (COVET), a representation that leverages the gene-gene covariate structure across cells in the niche to capture the multivariate nature of cellular interactions within it. We define a principled optimal transport-based distance metric between COVET niches that scales to millions of cells. Using COVET to encode spatial context, we developed environmental variational inference (ENVI), a conditional variational autoencoder that jointly embeds spatial and single-cell RNA sequencing data into a latent space. ENVI includes two decoders: one to impute gene expression across the spatial modality and a second to project spatial information onto single-cell data. ENVI can confer spatial context to genomics data from single dissociated cells and outperforms alternatives for imputing gene expression on diverse spatial datasets.	scRNA-seq_records.tsv
38514799	2025	Nature biotechnology	Starfysh integrates spatial transcriptomic and histologic data to reveal heterogeneous tumor-immune hubs.	Spatially resolved gene expression profiling provides insight into tissue organization and cell-cell crosstalk; however, sequencing-based spatial transcriptomics (ST) lacks single-cell resolution. Current ST analysis methods require single-cell RNA sequencing data as a reference for rigorous interpretation of cell states, mostly do not use associated histology images and are not capable of inferring shared neighborhoods across multiple tissues. Here we present Starfysh, a computational toolbox using a deep generative model that incorporates archetypal analysis and any known cell type markers to characterize known or new tissue-specific cell states without a single-cell reference. Starfysh improves the characterization of spatial dynamics in complex tissues using histology images and enables the comparison of niches as spatial hubs across tissues. Integrative analysis of primary estrogen receptor (ER)-positive breast cancer, triple-negative breast cancer (TNBC) and metaplastic breast cancer (MBC) tissues led to the identification of spatial hubs with patient- and disease-specific cell type compositions and revealed metabolic reprogramming shaping immunosuppressive hubs in aggressive MBC.	scRNA-seq_records.tsv
41286201	2025	Nature methods	Helixer: ab initio prediction of primary eukaryotic gene models combining deep learning and a hidden Markov model.	The accurate identification of genes is vital for understanding biological function, yet this remains challenging across many newly sequenced or less-studied species. Here we present Helixer, an artificial intelligence-based tool for ab initio gene prediction that delivers highly accurate gene models across fungal, plant, vertebrate and invertebrate genomes. Unlike traditional methods, Helixer operates without requiring additional experimental data such as RNA sequencing, making it broadly applicable to diverse species. We show that Helixer's pretrained models achieve accuracy on par with or exceeding current tools, producing gene annotations that closely match expert-curated references across multiple evaluation metrics. Its design enables immediate use on genomes without retraining, providing an efficient, accessible solution for genome annotation in both research and applied settings. The tool is available as an open-source software for local installation via GitHub. An online web interface is also available as well as through the Galaxy ToolShed.	RNA-seq_records.filtered.tsv
40097813	2025	Nature methods	A graph neural network that combines scRNA-seq and protein-protein interaction data.		scRNA-seq_records.tsv
41145665	2025	Nature methods	Improved reconstruction of single-cell developmental potential with CytoTRACE 2.	While single-cell RNA sequencing has advanced our understanding of cell fate, identifying molecular hallmarks of potency-a cell's ability to differentiate into other cell types-remains a challenge. Here we introduce CytoTRACE 2, an interpretable deep learning framework for predicting absolute developmental potential from single-cell RNA sequencing data. Across diverse platforms and tissues, CytoTRACE 2 outperformed previous methods in predicting developmental hierarchies, enabling detailed mapping of single-cell differentiation landscapes and expanding insights into cell potency.	scRNA-seq_records.tsv
39543284	2025	Nature methods	Deep learning-based models for preimplantation mouse and human embryos based on single-cell RNA sequencing.	The rapid growth of single-cell transcriptomic technology has produced an increasing number of datasets for both embryonic development and in vitro pluripotent stem cell-derived models. This avalanche of data surrounding pluripotency and the process of lineage specification has meant it has become increasingly difficult to define specific cell types or states in vivo, and compare these with in vitro differentiation. Here we utilize a set of deep learning tools to integrate and classify multiple datasets. This allows the definition of both mouse and human embryo cell types, lineages and states, thereby maximizing the information one can garner from these precious experimental resources. Our approaches are built on recent initiatives for large-scale human organ atlases, but here we focus on material that is difficult to obtain and process, spanning early mouse and human development. Using publicly available data for these stages, we test different deep learning approaches and develop a model to classify cell types in an unbiased fashion at the same time as defining the set of genes used by the model to identify lineages, cell types and states. We used our models trained on in vivo development to classify pluripotent stem cell models for both mouse and human development, showcasing the importance of this resource as a dynamic reference for early embryogenesis.	scRNA-seq_records.tsv
40097811	2025	Nature methods	scNET: learning context-specific gene and cell embeddings by integrating single-cell gene expression data with protein-protein interactions.	Recent advances in single-cell RNA sequencing (scRNA-seq) techniques have provided unprecedented insights into the heterogeneity of various tissues. However, gene expression data alone often fails to capture and identify changes in cellular pathways and complexes, as they are more discernible at the protein level. Moreover, analyzing scRNA-seq data presents further challenges due to inherent characteristics such as high noise levels and zero inflation. In this study, we propose an approach to address these limitations by integrating scRNA-seq datasets with a protein-protein interaction network. Our method utilizes a unique dual-view architecture based on graph neural networks, enabling joint representation of gene expression and protein-protein interaction network data. This approach models gene-to-gene relationships under specific biological contexts and refines cell-cell relations using an attention mechanism. Next, through comprehensive evaluations, we demonstrate that scNET better captures gene annotation, pathway characterization and gene-gene relationship identification, while improving cell clustering and pathway analysis across diverse cell types and biological conditions.	scRNA-seq_records.tsv
41168487	2025	Nature methods	Nicheformer: a foundation model for single-cell and spatial omics.	Tissue makeup depends on the local cellular microenvironment. Spatial single-cell genomics enables scalable and unbiased interrogation of these interactions. Here we introduce Nicheformer, a transformer-based foundation model trained on both human and mouse dissociated single-cell and targeted spatial transcriptomics data. Pretrained on SpatialCorpus-110M, a curated collection of over 57 million dissociated and 53 million spatially resolved cells across 73 tissues on cellular reconstruction, Nicheformer learns cell representations that capture spatial context. It excels in linear-probing and fine-tuning scenarios for a newly designed set of downstream tasks, in particular spatial composition prediction and spatial label prediction. Critically, we show that models trained only on dissociated data fail to recover the complexity of spatial microenvironments, underscoring the need for multiscale integration. Nicheformer enables the prediction of the spatial context of dissociated cells, allowing the transfer of rich spatial information to scRNA-seq datasets. Overall, Nicheformer sets the stage for the next generation of machine-learning models in spatial single-cell analysis.	scRNA-seq_records.tsv
41326819	2025	Nature methods	Multimodal foundation transformer models for multiscale genomics.	Transformer-based models are rapidly becoming foundational tools for analyzing and integrating multiscale biological data. This Perspective examines recent advances in transformer architectures, tracing their evolution from unimodal and augmented unimodal models to large-scale multimodal foundation models operating across genomic sequences, single-cell transcriptomics and spatial data. We categorize these models into three tiers and evaluate their capabilities for structural learning, representation transfer and tasks such as cell annotation, prediction and imputation. While discussing tokenization, interpretability and scalability challenges, we highlight emerging approaches that leverage masked modeling, contrastive learning and large language models. To support broader adoption, we provide practical guidance through code-based primers, using public datasets and open-source implementations. Finally, we propose designing a modular 'Super Transformer' architecture using cross-attention mechanisms to integrate heterogeneous modalities. This Perspective serves as a resource and roadmap for leveraging transformer models in multiscale, multimodal genomics.	spatial_or_multimodal_integration_records.tsv
40954301	2025	Nature methods	Spatial gene expression at single-cell resolution from histology using deep learning with GHIST.	The increased use of spatially resolved transcriptomics provides new biological insights into disease mechanisms. However, the high cost and complexity of these methods are barriers to broader application. Consequently, methods have been created to predict spot-based gene expression from routinely collected histology images. Recent benchmarking showed that current methodologies have limited accuracy and spatial resolution, constraining translational capacity. Here, we introduce GHIST, a deep learning-based framework that predicts spatial gene expression at single-cell resolution by leveraging subcellular spatial transcriptomics and synergistic relationships between multiple layers of biological information. We validated GHIST using public datasets and The Cancer Genome Atlas data, demonstrating its flexibility across different spatial resolutions and superior performance. Our results underscore the utility of in silico generation of single-cell spatial gene expression measurements and the capacity to enrich existing datasets with a spatially resolved omics modality, paving the way for scalable multi-omics analysis and biomarker identification.	spatial_or_multimodal_integration_records.tsv
39578628	2025	Nature methods	CelloType: a unified model for segmentation and classification of tissue images.	Cell segmentation and classification are critical tasks in spatial omics data analysis. Here we introduce CelloType, an end-to-end model designed for cell segmentation and classification for image-based spatial omics data. Unlike the traditional two-stage approach of segmentation followed by classification, CelloType adopts a multitask learning strategy that integrates these tasks, simultaneously enhancing the performance of both. CelloType leverages transformer-based deep learning techniques for improved accuracy in object detection, segmentation and classification. It outperforms existing segmentation methods on a variety of multiplexed fluorescence and spatial transcriptomic images. In terms of cell type classification, CelloType surpasses a model composed of state-of-the-art methods for individual tasks and a high-performance instance segmentation model. Using multiplexed tissue images, we further demonstrate the utility of CelloType for multiscale segmentation and classification of both cellular and noncellular elements in a tissue. The enhanced accuracy and multitask learning ability of CelloType facilitate automated annotation of rapidly growing spatial omics data.	spatial_or_multimodal_integration_records.tsv
40481364	2025	Nature methods	Spotiflow: accurate and efficient spot detection for fluorescence microscopy with deep stereographic flow regression.	Identification of spot-like structures in large, noisy microscopy images is a crucial step for many life-science applications. Imaging-based spatial transcriptomics (iST), in particular, relies on the precise detection of millions of transcripts in low signal-to-noise images. Despite recent advances in computer vision, most of the currently used spot detection techniques are still based on classical signal processing and require tedious manual tuning per dataset. Here we introduce Spotiflow, a deep learning method for subpixel-accurate spot detection that formulates spot detection as a multiscale heatmap and stereographic flow regression problem. Spotiflow supports 2D and 3D images, generalizes across different imaging conditions and is more time and memory efficient than existing methods. We show the efficacy of Spotiflow by extensive quantitative experiments on diverse datasets and demonstrate that its increased accuracy leads to meaningful improvements in biological insights obtained from iST and live imaging experiments. Spotiflow is available as an easy-to-use Python library as well as a napari plugin at https://github.com/weigertlab/spotiflow .	spatial_or_multimodal_integration_records.tsv
39849132	2025	Nature methods	Mapping the topography of spatial gene expression with interpretable deep learning.	Spatially resolved transcriptomics technologies provide high-throughput measurements of gene expression in a tissue slice, but the sparsity of these data complicates analysis of spatial gene expression patterns. We address this issue by deriving a topographic map of a tissue slice-analogous to a map of elevation in a landscape-using a quantity called the isodepth. Contours of constant isodepths enclose domains with distinct cell type composition, while gradients of the isodepth indicate spatial directions of maximum change in expression. We develop GASTON (gradient analysis of spatial transcriptomics organization with neural networks), an unsupervised and interpretable deep learning algorithm that simultaneously learns the isodepth, spatial gradients and piecewise linear expression functions that model both continuous gradients and discontinuous variation in gene expression. We show that GASTON accurately identifies spatial domains and marker genes across several tissues, gradients of neuronal differentiation and firing in the brain, and gradients of metabolism and immune activity in the tumor microenvironment.	spatial_or_multimodal_integration_records.tsv
40794872	2025	Nucleic acids research	Base-resolution binding profile prediction of proteins on RNAs with deep learning.	RNA-binding proteins play crucial roles in various RNA-associated biological processes, which are closely linked to cellular function and disease. Based on CLIP-seq data, the existing deep learning methods are developed to predict protein-RNA interactions. However, CLIP-seq relies on gene expression, which varies significantly across cells. Existing methods are typically trained on peak-associated binding sites and implicitly defined non-binding sites, without considering the cell-specific expression profiles. Given the dynamic nature of protein-RNA interactions, these methods struggle to accurately predict the binding nucleotides and strength of proteins on RNAs across cell lines. Therefore, this study proposes a novel deep learning-based method, iDeepB, designed to predict the proteins binding profile on RNAs at base resolution by integrating cell-line-specific gene expression profiles. iDeepB first constructs expression-aware benchmark datasets based on cell-specific RNA-seq and eCLIP-seq data, which is used to train a hybrid deep network with multi-head attention, enabling the prediction of protein binding profiles, analysis of binding motif syntax composition, and quantification of functional effects of genome mutations related to human diseases. Comprehensive evaluation on the newly developed benchmark datasets demonstrates that iDeepB outperforms existing methods in predicting protein binding profile on RNAs.	RNA-seq_records.filtered.tsv
39727154	2025	Nucleic acids research	Machine learning-optimized targeted detection of alternative splicing.	RNA sequencing (RNA-seq) is widely adopted for transcriptome analysis but has inherent biases that hinder the comprehensive detection and quantification of alternative splicing. To address this, we present an efficient targeted RNA-seq method that greatly enriches for splicing-informative junction-spanning reads. Local splicing variation sequencing (LSV-seq) utilizes multiplexed reverse transcription from highly scalable pools of primers anchored near splicing events of interest. Primers are designed using Optimal Prime, a novel machine learning algorithm trained on the performance of thousands of primer sequences. In experimental benchmarks, LSV-seq achieves high on-target capture rates and concordance with RNA-seq, while requiring significantly lower sequencing depth. Leveraging deep learning splicing code predictions, we used LSV-seq to target events with low coverage in GTEx RNA-seq data and newly discover hundreds of tissue-specific splicing events. Our results demonstrate the ability of LSV-seq to quantify splicing of events of interest at high-throughput and with exceptional sensitivity.	RNA-seq_records.filtered.tsv
40057378	2025	Nucleic acids research	stAI: a deep learning-based model for missing gene imputation and cell-type annotation of spatial transcriptomics.	Spatial transcriptomics technology has revolutionized our understanding of cellular systems by capturing RNA transcript levels in their original spatial context. Single-cell spatial transcriptomics (scST) offers single-cell resolution expression level and precise spatial information of RNA transcripts, while it has a limited capacity for simultaneously detecting a wide range of RNA transcripts, hindering its broader applications. Characterizing the whole transcriptome level and comprehensively annotating cell types represent two significant challenges in scST applications. Despite several proposed methods for one or both tasks, their performance remains inadequate. In this work, we introduce stAI, a deep learning-based model designed to address both missing gene imputation and cell-type annotation for scST data. stAI leverages a joint embedding for the scST and the reference scRNA-seq data with two separate encoder-decoder modules. Both the imputation and annotation are performed within the latent space in a supervised manner, utilizing scRNA-seq data to guide the processes. Experiments for datasets generated from diverse platforms with varying numbers of measured genes were conducted and compared with the updated methods. The results demonstrate that stAI can predict the unmeasured genes, especially the marker genes, with much higher accuracy, and annotate the cell types, including those of small size, with high precision.	scRNA-seq_records.tsv
40037709	2025	Nucleic acids research	Deep learning-based cell-specific gene regulatory networks inferred from single-cell multiome data.	Gene regulatory networks (GRNs) provide a global representation of how genetic/genomic information is transferred in living systems and are a key component in understanding genome regulation. Single-cell multiome data provide unprecedented opportunities to reconstruct GRNs at fine-grained resolution. However, the inference of GRNs is hindered by insufficient single omic profiles due to the characteristic high loss rate of single-cell sequencing data. In this study, we developed scMultiomeGRN, a deep learning framework to infer transcription factor (TF) regulatory networks via unique integration of single-cell genomic (single-cell RNA sequencing) and epigenomic (single-cell ATAC sequencing) data. We create scMultiomeGRN to elucidate these networks by conceptualizing TF network graph structures. Specifically, we build modality-specific neighbor aggregators and cross-modal attention modules to learn latent representations of TFs from single-cell multi-omics. We demonstrate that scMultiomeGRN outperforms state-of-the-art models on multiple benchmark datasets involved in diseases and health. Via scMultiomeGRN, we identified Alzheimer's disease-relevant regulatory network of SPI1 and RUNX1 for microglia. In summary, scMultiomeGRN offers a deep learning framework to identify cell type-specific gene regulatory network from single-cell multiome data.	scRNA-seq_records.tsv
40923764	2025	Nucleic acids research	FmH2ST: foundation model-based spatial transcriptomics generation from histological images.	Spatial transcriptomics (ST) reveals gene expression distributions within tissues. Yet, predicting spatial gene expression from histological images still faces the challenges of limited ST data that lack prior knowledge, and insufficient capturing of inter-slice heterogeneity and intra-slice complexity. To tackle these challenges, we introduce FmH2ST, a foundation model-based method for spatial gene expression prediction. Equipped with powerful foundation models pretrained on massive images, FmH2ST employs a dual-branch framework to integrate prior knowledge from foundation model and fine-grained details from spot images. The foundation model branch employs a multilevel feature extraction strategy to obtain enriched features with slice context for capturing inter-slice heterogeneity, and a dual-graph strategy to obtain spatial and semantic enriched features for modeling intra-slice complexity. The spot-specific learning branch leverages multiscale convolutions, Transformer, and graph neural network to extract fine-grained spot features. The outputs of two branches are adaptively fused for better prediction under a collaborative branch learning strategy. Experimental results show FmH2ST outperforms state-of-the-art methods on benchmark datasets. FmH2ST can denoise the raw gene expressions, reveal cancer spatial heterogeneity and gene co-expression patterns, and support the inference of gene regulatory networks. Overall, FmH2ST is effective for predicting ST, with potential applications in clinical diagnostics and personalized treatment.	spatial_or_multimodal_integration_records.tsv
39578697	2025	Nucleic acids research	miRStart 2.0: enhancing miRNA regulatory insights through deep learning-based TSS identification.	MicroRNAs (miRNAs) are small non-coding RNAs that regulate gene expression by binding to the 3'-untranslated regions of target mRNAs, influencing various biological processes at the post-transcriptional level. Identifying miRNA transcription start sites (TSSs) and transcription factors' (TFs) regulatory roles is crucial for elucidating miRNA function and transcriptional regulation. miRStart 2.0 integrates over 4500 high-throughput datasets across five data types, utilizing a multi-modal approach to annotate 28 828 putative TSSs for 1745 human and 1181 mouse miRNAs, supported by sequencing-based signals. Over 6 million tissue-specific TF-miRNA interactions, integrated from ChIP-seq data, are supplemented by DNase hypersensitivity and UCSC conservation data, with network visualizations. Our deep learning-based model outperforms existing tools in miRNA TSS prediction, achieving the most overlaps with both cell-specific and non-cell-specific validated TSSs. The user-friendly web interface and visualization tools make miRStart 2.0 easily accessible to researchers, enabling efficient identification of miRNA upstream regulatory elements in relation to their TSSs. This updated database provides systems-level insights into gene regulation and disease mechanisms, offering a valuable resource for translational research, facilitating the discovery of novel therapeutic targets and precision medicine strategies. miRStart 2.0 is now accessible at https://awi.cuhk.edu.cn/ approximately miRStart2.	spatial_or_multimodal_integration_records.tsv
41337156	2025	PLoS computational biology	Epigenetics is all you need: A transformer to decode chromatin structural compartments from the epigenome.	Chromatin within the nucleus adopts complex three-dimensional structures that are crucial for gene regulation and cellular function. Recent studies have revealed the presence of distinct chromatin subcompartments beyond the traditional A/B compartments (eu- and hetero-chromatin), each exhibiting unique structural and functional properties. Here, we introduce TECSAS (Transformer of Epigenetics to Chromatin Structural AnnotationS), a deep learning model based on the Transformer architecture, designed to predict chromatin subcompartment annotations directly from epigenomic data. TECSAS leverages information from histone modifications, transcription factor binding profiles, and RNA-Seq data to decode the relationship between the biochemical composition of chromatin and its 3D structural behavior. TECSAS achieves high accuracy in predicting subcompartment annotations and reveals the influence of long-range epigenomic context on chromatin organization. Furthermore, we demonstrate the model's capability to predict the association of loci with nuclear bodies, such as the lamina, nucleoli, and speckles, providing insights into the role of these structures in shaping the 3D genome organization. This study highlights the potential of deep learning models for deciphering the complex interplay between epigenomic features and 3D genome organization, allowing us to better understand genome structure and function.	RNA-seq_records.filtered.tsv
