pmid	year	journal	title	abstract
38859767	2024	Briefings in bioinformatics	Multi-omic analysis tools for microbial metabolites prediction.	How to resolve the metabolic dark matter of microorganisms has long been a challenging problem in discovering active molecules. Diverse omics tools have been developed to guide the discovery and characterization of various microbial metabolites, which make it gradually possible to predict the overall metabolites for individual strains. The combinations of multi-omic analysis tools effectively compensates for the shortcomings of current studies that focus only on single omics or a broad class of metabolites. In this review, we systematically update, categorize and sort out different analysis tools for microbial metabolites prediction in the last five years to appeal for the multi-omic combination on the understanding of the metabolic nature of microbes. First, we provide the general survey on different updated prediction databases, webservers, or software that based on genomics, transcriptomics, proteomics, and metabolomics, respectively. Then, we discuss the essentiality on the integration of multi-omics data to predict metabolites of different microbial strains and communities, as well as stressing the combination of other techniques, such as systems biology methods and data-driven algorithms. Finally, we identify key challenges and trends in developing multi-omic analysis tools for more comprehensive prediction on diverse microbial metabolites that contribute to human health and disease treatment.
36271853	2022	Bioinformatics (Oxford, England)	OmicsEV: a tool for comprehensive quality evaluation of omics data tables.	SUMMARY: RNA-Seq and mass spectrometry-based studies generate omics data tables with measurements for tens of thousands of genes across all samples in a study. The success of a study relies on the quality of these data tables, which is determined by both experimental data generation and computational methods used to process raw experimental data into quantitative data tables. We present OmicsEV, an R package for the quality evaluation of omics data tables. For each data table, OmicsEV uses a series of methods to evaluate data depth, data normalization, batch effect, biological signal, platform reproducibility and multi-omics concordance, producing comprehensive visual and quantitative evaluation results that help assess the data quality of individual data tables and facilitate the identification of the optimal data processing method and parameters for the omics study under investigation. AVAILABILITY AND IMPLEMENTATION: The source code and the user manual of OmicsEV are available at https://github.com/bzhanglab/OmicsEV, and the source code is released under the GPL-3 license.
37791883	2024	Nucleic acids research	CROST: a comprehensive repository of spatial transcriptomics.	The development of spatial transcriptome sequencing technology has revolutionized our comprehension of complex tissues and propelled life and health sciences into an era of spatial omics. However, the current availability of databases for accessing and analyzing spatial transcriptomic data is limited. In response, we have established CROST (https://ngdc.cncb.ac.cn/crost), a comprehensive repository of spatial transcriptomics. CROST encompasses high-quality samples and houses 182 spatial transcriptomic datasets from diverse species, organs, and diseases, comprising 1033 sub-datasets and 48 043 tumor-related spatially variable genes (SVGs). Additionally, it encompasses a standardized spatial transcriptome data processing pipeline, integrates single-cell RNA sequencing deconvolution spatial transcriptomics data, and evaluates correlation, colocalization, intercellular communication, and biological function annotation analyses. Moreover, CROST integrates the transcriptome, epigenome, and genome to explore tumor-associated SVGs and provides a comprehensive understanding of their roles in cancer progression and prognosis. Furthermore, CROST provides two online tools, single-sample gene set enrichment analysis and SpatialAP, for users to annotate and analyze the uploaded spatial transcriptomics data. The user-friendly interface of CROST facilitates browsing, searching, analyzing, visualizing, and downloading desired information. Collectively, CROST offers fresh and comprehensive insights into tissue structure and a foundation for understanding multiple biological mechanisms in diseases, particularly in tumor tissues.
33351794	2020	PLoS computational biology	CHOmics: A web-based tool for multi-omics data analysis and interactive visualization in CHO cell lines.	Chinese hamster ovary (CHO) cell lines are widely used in industry for biological drug production. During cell culture development, considerable effort is invested to understand the factors that greatly impact cell growth, specific productivity and product qualities of the biotherapeutics. While high-throughput omics approaches have been increasingly utilized to reveal cellular mechanisms associated with cell line phenotypes and guide process optimization, comprehensive omics data analysis and management have been a challenge. Here we developed CHOmics, a web-based tool for integrative analysis of CHO cell line omics data that provides an interactive visualization of omics analysis outputs and efficient data management. CHOmics has a built-in comprehensive pipeline for RNA sequencing data processing and multi-layer statistical modules to explore relevant genes or pathways. Moreover, advanced functionalities were provided to enable users to customize their analysis and visualize the output systematically and interactively. The tool was also designed with the flexibility to accommodate other types of omics data and thereby enabling multi-omics comparison and visualization at both gene and pathway levels. Collectively, CHOmics is an integrative platform for data analysis, visualization and management with expectations to promote the broader use of omics in CHO cell research.
38783355	2024	Genome biology	MNMST: topology of cell networks leverages identification of spatial domains from spatial transcriptomics data.	Advances in spatial transcriptomics provide an unprecedented opportunity to reveal the structure and function of biology systems. However, current algorithms fail to address the heterogeneity and interpretability of spatial transcriptomics data. Here, we present a multi-layer network model for identifying spatial domains in spatial transcriptomics data with joint learning. We demonstrate that spatial domains can be precisely characterized and discriminated by the topological structure of cell networks, facilitating identification and interpretability of spatial domains, which outperforms state-of-the-art baselines. Furthermore, we prove that network model offers an effective and efficient strategy for integrative analysis of spatial transcriptomics data from various platforms.
40639417	2025	Briefings in bioinformatics	TriCLFF: a multi-modal feature fusion framework using contrastive learning for spatial domain identification.	Spatial transcriptomics (ST) encompasses rich multi-modal information related to cell state and organization. Precisely identifying spatial domains with consistent gene expression patterns and histological features is a critical task in ST analysis, which requires comprehensive integration of multi-modal information. Here, we propose TriCLFF, a contrastive learning-based multi-modal feature fusion framework, to effectively integrate spatial associations, gene expression levels, and histological features in a unified manner. Leveraging an advanced feature fusion mechanism, our proposed TriCLFF framework outperforms existing state-of-the-art methods in terms of accuracy and robustness across four datasets (mouse brain anterior, mouse olfactory bulb, human dorsolateral prefrontal cortex, and human breast cancer) from different platforms (10x Visium and Stereo-seq) for spatial domain identification. TriCLFF also facilitates the identification of finer-grained structures in breast cancer tissues and detects previously unknown gene expression patterns in the human dorsolateral prefrontal cortex, providing novel insights for understanding tissue functions. Overall, TriCLFF establishes an effective paradigm for integrating spatial multi-modal data, demonstrating its potential for advancing ST research. The source code of TriCLFF is available online at https://github.com/HBZZ168/TriCLFF.
37314966	2023	Bioinformatics (Oxford, England)	Ensemble deep learning of embeddings for clustering multimodal single-cell omics data.	MOTIVATION: Recent advances in multimodal single-cell omics technologies enable multiple modalities of molecular attributes, such as gene expression, chromatin accessibility, and protein abundance, to be profiled simultaneously at a global level in individual cells. While the increasing availability of multiple data modalities is expected to provide a more accurate clustering and characterization of cells, the development of computational methods that are capable of extracting information embedded across data modalities is still in its infancy. RESULTS: We propose SnapCCESS for clustering cells by integrating data modalities in multimodal single-cell omics data using an unsupervised ensemble deep learning framework. By creating snapshots of embeddings of multimodality using variational autoencoders, SnapCCESS can be coupled with various clustering algorithms for generating consensus clustering of cells. We applied SnapCCESS with several clustering algorithms to various datasets generated from popular multimodal single-cell omics technologies. Our results demonstrate that SnapCCESS is effective and more efficient than conventional ensemble deep learning-based clustering methods and outperforms other state-of-the-art multimodal embedding generation methods in integrating data modalities for clustering cells. The improved clustering of cells from SnapCCESS will pave the way for more accurate characterization of cell identity and types, an essential step for various downstream analyses of multimodal single-cell omics data. AVAILABILITY AND IMPLEMENTATION: SnapCCESS is implemented as a Python package and is freely available from https://github.com/PYangLab/SnapCCESS under the open-source license of GPL-3. The data used in this study are publicly available (see section 'Data availability').
38915088	2024	Genome biology	scHolography: a computational method for single-cell spatial neighborhood reconstruction and analysis.	Spatial transcriptomics has transformed our ability to study tissue complexity. However, it remains challenging to accurately dissect tissue organization at single-cell resolution. Here we introduce scHolography, a machine learning-based method designed to reconstruct single-cell spatial neighborhoods and facilitate 3D tissue visualization using spatial and single-cell RNA sequencing data. scHolography employs a high-dimensional transcriptome-to-space projection that infers spatial relationships among cells, defining spatial neighborhoods and enhancing analyses of cell-cell communication. When applied to both human and mouse datasets, scHolography enables quantitative assessments of spatial cell neighborhoods, cell-cell interactions, and tumor-immune microenvironment. Together, scHolography offers a robust computational framework for elucidating 3D tissue organization and analyzing spatial dynamics at the cellular level.
35604082	2022	Bioinformatics (Oxford, England)	webSCST: an interactive web application for single-cell RNA-sequencing data and spatial transcriptomic data integration.	SUMMARY: Integrative analysis of single-cell RNA-sequencing (scRNA-seq) data with spatial data for the same species and organ would provide each cell sample with a predictive spatial location, which would facilitate biological study. However, publicly available spatial sequencing datasets for specific species and organs are rare and are often displayed in different formats. In this study, we introduce a new web-based scRNA-seq analysis tool, webSCST, that integrates well-organized spatial transcriptome sequencing datasets categorized by species and organs, provides a user-friendly interface for raw single-cell processing with popular integration methods and allows users to submit their raw scRNA-seq data once to obtain predicted spatial locations for each cell type. AVAILABILITY AND IMPLEMENTATION: webSCST implemented in shiny with all major browsers supported is available at http://www.webscst.com. webSCST is also freely available as an R package at https://github.com/swsoyee/webSCST.
34154649	2021	Genome biology	SPARK-X: non-parametric modeling enables scalable and robust detection of spatial expression patterns for large spatial transcriptomic studies.	Spatial transcriptomic studies are becoming increasingly common and large, posing important statistical and computational challenges for many analytic tasks. Here, we present SPARK-X, a non-parametric method for rapid and effective detection of spatially expressed genes in large spatial transcriptomic studies. SPARK-X not only produces effective type I error control and high power but also brings orders of magnitude computational savings. We apply SPARK-X to analyze three large datasets, one of which is only analyzable by SPARK-X. In these data, SPARK-X identifies many spatially expressed genes including those that are spatially expressed within the same cell type, revealing new biological insights.
41118512	2025	Nucleic acids research	MouseOmics: a multi-omics database for mouse biological study.	Mouse represents a pivotal model and indispensable resource in medical and life sciences, widely used for developmental biology and multi-omics studies. Yet, a comprehensive, integrated mouse multi-omics database remains lacking. Here, we established a mouse multi-omics database, MouseOmics, by integrating 21 genomes distributed among five species within the genus Mus, transcriptomes in 584 tissue samples, proteomes in 285 tissue samples, metabolomes in 143 tissue samples, metallomes in 296 tissue samples, and three variomes covering 52 mouse inbred strains. All mouse multi-omics data can be explored through multiple functional modules with user-friendly web interface. Furthermore, we embedded several useful tools, like MISAweb, for the identification of microsatellite DNAs, and specifically developed the enrichment analysis modules of InterPro, Gene Ontology, and Pathway for mouse. The mouse multi-omics data can be downloaded online conveniently. MouseOmics will be updated regularly with the newly released mouse multi-omics data and can be accessed freely via the address https://www.varnatech.cn/MouseOmics.
40781324	2025	Genome biology	LSGI: interpretable spatial gradient analysis for spatial transcriptomics data.	Cellular anatomy and signaling vary across niches, which can induce gradated gene expressions in subpopulations of cells. Such spatial transcriptomic gradient (STG) makes a significant source of intra-tumor heterogeneity. We present Local Spatial Gradient Inference (LSGI), a computational framework that systematically identifies spatial locations with prominent, interpretable STGs from spatial transcriptomic (ST) data. We demonstrate LSGI in tumor ST datasets and identify pan-cancer and tumor-type specific pathways with gradated patterns, highlighting the ones related to spatial transcriptional intratumoral heterogeneity. LSGI enables interpretable STG analysis, which can reveal novel insights in tumor biology from the increasingly reported tumor ST datasets.
38295113	2024	PLoS computational biology	Statistical integration of multi-omics and drug screening data from cell lines.	Data integration methods are used to obtain a unified summary of multiple datasets. For multi-modal data, we propose a computational workflow to jointly analyze datasets from cell lines. The workflow comprises a novel probabilistic data integration method, named POPLS-DA, for multi-omics data. The workflow is motivated by a study on synucleinopathies where transcriptomics, proteomics, and drug screening data are measured in affected LUHMES cell lines and controls. The aim is to highlight potentially druggable pathways and genes involved in synucleinopathies. First, POPLS-DA is used to prioritize genes and proteins that best distinguish cases and controls. For these genes, an integrated interaction network is constructed where the drug screen data is incorporated to highlight druggable genes and pathways in the network. Finally, functional enrichment analyses are performed to identify clusters of synaptic and lysosome-related genes and proteins targeted by the protective drugs. POPLS-DA is compared to other single- and multi-omics approaches. We found that HSPA5, a member of the heat shock protein 70 family, was one of the most targeted genes by the validated drugs, in particular by AT1-blockers. HSPA5 and AT1-blockers have been previously linked to alpha-synuclein pathology and Parkinson's disease, showing the relevance of our findings. Our computational workflow identified new directions for therapeutic targets for synucleinopathies. POPLS-DA provided a larger interpretable gene set than other single- and multi-omic approaches. An implementation based on R and markdown is freely available online.
38676948	2024	Nucleic acids research	SpatialSPM: statistical parametric mapping for the comparison of gene expression pattern images in multiple spatial transcriptomic datasets.	Spatial transcriptomic (ST) techniques help us understand the gene expression levels in specific parts of tissues and organs, providing insights into their biological functions. Even though ST dataset provides information on the gene expression and its location for each sample, it is challenging to compare spatial gene expression patterns across tissue samples with different shapes and coordinates. Here, we propose a method, SpatialSPM, that reconstructs ST data into multi-dimensional image matrices to ensure comparability across different samples through spatial registration process. We demonstrated the applicability of this method by kidney and mouse olfactory bulb datasets as well as mouse brain ST datasets to investigate and directly compare gene expression in a specific anatomical region of interest, pixel by pixel, across various biological statuses. Beyond traditional analyses, SpatialSPM is capable of generating statistical parametric maps, including T-scores and Pearson correlation coefficients. This feature enables the identification of specific regions exhibiting differentially expressed genes across tissue samples, enhancing the depth and specificity of ST studies. Our approach provides an efficient way to analyze ST datasets and may offer detailed insights into various biological conditions.
34655292	2022	Briefings in bioinformatics	sciCNV: high-throughput paired profiling of transcriptomes and DNA copy number variations at single-cell resolution.	Chromosome copy number variations (CNVs) are a near-universal feature of cancer; however, their individual effects on cellular function are often incompletely understood. Single-cell ribonucleic acid (RNA) sequencing (scRNA-seq) might be leveraged to reveal the function of intra-clonal CNVs; however, it cannot directly link cellular gene expression to CNVs. Here, we report a high-throughput scRNA-seq analysis pipeline that provides paired CNV profiles and transcriptomes for single cells, enabling exploration of the effects of CNVs on cellular programs. RTAM1 and -2 normalization methods are described, and are shown to improve transcriptome alignment between cells, increasing the sensitivity of scRNA-seq for CNV detection. We also report single-cell inferred chromosomal copy number variation (sciCNV), a tool for inferring single-cell CNVs from scRNA-seq at 19-46 Mb resolution. Comparison of sciCNV with existing RNA-based CNV methods reveals useful advances in sensitivity and specificity. Using sciCNV, we demonstrate that scRNA-seq can be used to examine the cellular effects of cancer CNVs. As an example, sciCNV is used to identify subclonal multiple myeloma (MM) cells with +8q22-24. Studies of the gene expression of intra-clonal MM cells with and without the CNV demonstrate that +8q22-24 upregulates MYC and MYC-target genes, messenger RNA processing and protein synthesis, which is consistent with established models. In conclusion, we provide new tools for scRNA-seq that enable paired profiling of the CNVs and transcriptomes of single cells, facilitating rapid and accurate deconstruction of the effects of cancer CNVs on cellular programming.
38940176	2024	Bioinformatics (Oxford, England)	Deciphering high-order structures in spatial transcriptomes with graph-guided Tucker decomposition.	Spatial transcripome (ST) profiling can reveal cells' structural organizations and functional roles in tissues. However, deciphering the spatial context of gene expressions in ST data is a challenge-the high-order structure hiding in whole transcriptome space over 2D/3D spatial coordinates requires modeling and detection of interpretable high-order elements and components for further functional analysis and interpretation. This paper presents a new method GraphTucker-graph-regularized Tucker tensor decomposition for learning high-order factorization in ST data. GraphTucker is based on a nonnegative Tucker decomposition algorithm regularized by a high-order graph that captures spatial relation among spots and functional relation among genes. In the experiments on several Visium and Stereo-seq datasets, the novelty and advantage of modeling multiway multilinear relationships among the components in Tucker decomposition are demonstrated as opposed to the Canonical Polyadic Decomposition and conventional matrix factorization models by evaluation of detecting spatial components of gene modules, clustering spatial coefficients for tissue segmentation and imputing complete spatial transcriptomes. The results of visualization show strong evidence that GraphTucker detect more interpretable spatial components in the context of the spatial domains in the tissues. AVAILABILITY AND IMPLEMENTATION: https://github.com/kuanglab/GraphTucker.
27150809	2016	Nucleic acids research	KeyPathwayMinerWeb: online multi-omics network enrichment.	We present KeyPathwayMinerWeb, the first online platform for de novo pathway enrichment analysis directly in the browser. Given a biological interaction network (e.g. protein-protein interactions) and a series of molecular profiles derived from one or multiple OMICS studies (gene expression, for instance), KeyPathwayMiner extracts connected sub-networks containing a high number of active or differentially regulated genes (proteins, metabolites) in the molecular profiles. The web interface at (http://keypathwayminer.compbio.sdu.dk) implements all core functionalities of the KeyPathwayMiner tool set such as data integration, input of background knowledge, batch runs for parameter optimization and visualization of extracted pathways. In addition to an intuitive web interface, we also implemented a RESTful API that now enables other online developers to integrate network enrichment as a web service into their own platforms.
36106996	2022	Bioinformatics (Oxford, England)	Multi-omic integration by machine learning (MIMaL).	MOTIVATION: Cells respond to environments by regulating gene expression to exploit resources optimally. Recent advances in technologies allow for measuring the abundances of RNA, proteins, lipids and metabolites. These highly complex datasets reflect the states of the different layers in a biological system. Multi-omics is the integration of these disparate methods and data to gain a clearer picture of the biological state. Multi-omic studies of the proteome and metabolome are becoming more common as mass spectrometry technology continues to be democratized. However, knowledge extraction through the integration of these data remains challenging. RESULTS: Connections between molecules in different omic layers were discovered through a combination of machine learning and model interpretation. Discovered connections reflected protein control (ProC) over metabolites. Proteins discovered to control citrate were mapped onto known genetic and metabolic networks, revealing that these protein regulators are novel. Further, clustering the magnitudes of ProC over all metabolites enabled the prediction of five gene functions, each of which was validated experimentally. Two uncharacterized genes, YJR120W and YDL157C, were accurately predicted to modulate mitochondrial translation. Functions for three incompletely characterized genes were also predicted and validated, including SDH9, ISC1 and FMP52. A website enables results exploration and also MIMaL analysis of user-supplied multi-omic data. AVAILABILITY AND IMPLEMENTATION: The website for MIMaL is at https://mimal.app. Code for the website is at https://github.com/qdickinson/mimal-website. Code to implement MIMaL is at https://github.com/jessegmeyerlab/MIMaL. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
35191503	2022	Nucleic acids research	CellDART: cell type inference by domain adaptation of single-cell and spatial transcriptomic data.	Deciphering the cellular composition in genome-wide spatially resolved transcriptomic data is a critical task to clarify the spatial context of cells in a tissue. In this study, we developed a method, CellDART, which estimates the spatial distribution of cells defined by single-cell level data using domain adaptation of neural networks and applied it to the spatial mapping of human lung tissue. The neural network that predicts the cell proportion in a pseudospot, a virtual mixture of cells from single-cell data, is translated to decompose the cell types in each spatial barcoded region. First, CellDART was applied to a mouse brain and a human dorsolateral prefrontal cortex tissue to identify cell types with a layer-specific spatial distribution. Overall, the proposed approach showed more stable and higher accuracy with short execution time compared to other computational methods to predict the spatial location of excitatory neurons. CellDART was capable of decomposing cellular proportion in mouse hippocampus Slide-seq data. Furthermore, CellDART elucidated the cell type predominance defined by the human lung cell atlas across the lung tissue compartments and it corresponded to the known prevalent cell types. CellDART is expected to help to elucidate the spatial heterogeneity of cells and their close interactions in various tissues.
37956339	2024	Nucleic acids research	PigBiobank: a valuable resource for understanding genetic and biological mechanisms of diverse complex traits in pigs.	To fully unlock the potential of pigs as both agricultural species for animal-based protein food and biomedical models for human biology and disease, a comprehensive understanding of molecular and cellular mechanisms underlying various complex phenotypes in pigs and how the findings can be translated to other species, especially humans, are urgently needed. Here, within the Farm animal Genotype-Tissue Expression (FarmGTEx) project, we build the PigBiobank (http://pigbiobank.farmgtex.org) to systematically investigate the relationships among genomic variants, regulatory elements, genes, molecular networks, tissues and complex traits in pigs. This first version of the PigBiobank curates 71 885 pigs with both genotypes and phenotypes from over 100 pig breeds worldwide, covering 264 distinct complex traits. The PigBiobank has the following functions: (i) imputed sequence-based genotype-phenotype associations via a standardized and uniform pipeline, (ii) molecular and cellular mechanisms underlying trait-associations via integrating multi-omics data, (iii) cross-species gene mapping of complex traits via transcriptome-wide association studies, and (iv) high-quality results display and visualization. The PigBiobank will be updated timely with the development of the FarmGTEx-PigGTEx project, serving as an open-access and easy-to-use resource for genetically and biologically dissecting complex traits in pigs and translating the findings to other species.
34969984	2022	Nature methods	Lineage recording in human cerebral organoids.	Induced pluripotent stem cell (iPSC)-derived organoids provide models to study human organ development. Single-cell transcriptomics enable highly resolved descriptions of cell states within these systems; however, approaches are needed to directly measure lineage relationships. Here we establish iTracer, a lineage recorder that combines reporter barcodes with inducible CRISPR-Cas9 scarring and is compatible with single-cell and spatial transcriptomics. We apply iTracer to explore clonality and lineage dynamics during cerebral organoid development and identify a time window of fate restriction as well as variation in neurogenic dynamics between progenitor neuron families. We also establish long-term four-dimensional light-sheet microscopy for spatial lineage recording in cerebral organoids and confirm regional clonality in the developing neuroepithelium. We incorporate gene perturbation (iTracer-perturb) and assess the effect of mosaic TSC2 mutations on cerebral organoid development. Our data shed light on how lineages and fates are established during cerebral organoid formation. More broadly, our techniques can be adapted in any iPSC-derived culture system to dissect lineage alterations during normal or perturbed development.
41171131	2025	Nucleic acids research	CellSNVReg: a multidimensional resource for SNV-mediated regulatory perturbations in single-cell and spatial omics.	Single nucleotide variants (SNVs) represent the most prevalent form of genetic variation and can perturb gene regulation, RNA processing, and protein function across multiple molecular layers, ultimately altering cellular functional states and contributing to disease development. Here, we present CellSNVReg (http://bio-bigdata.hrbmu.edu.cn/CellSNVReg/index.jsp), a comprehensive multidimensional resource systematically characterizing regulatory perturbations caused by SNVs at cell-type and spatial resolutions in humans. By integrating 4.6 million cellular profiles from scRNA-seq, spatial transcriptomics, and scATAC-seq across normal, tumor, and other disease tissues, CellSNVReg identifies an average of over 70 000 regulatory perturbations per sample across six dimensions: miRNA-target, transcription factor (TF)-target, enhancer-target, RBP-target, protein-protein interaction, and neoantigen generation, and further characterizes differential expression of perturbed target genes together with associated perturbation networks. For each perturbation, CellSNVReg provides qualitative annotations and quantitative scores to assess SNV perturbation impact, potentially facilitating prioritization of candidate driver SNVs in disease-relevant contexts. To assess downstream functional consequences, the platform links SNV-perturbed targets to alterations in cell functions, states, stemness, metabolism, cell-cell communication, and drug repurposing. In summary, CellSNVReg offers a high-resolution framework for dissecting the functional impact of SNVs across diverse regulatory layers, enabling exploration of the landscape of SNV-mediated regulatory disruptions and their phenotypic consequences in normal and disease contexts.
34341583	2021	Nature methods	Spatial omics and multiplexed imaging to explore cancer biology.	Understanding intratumoral heterogeneity-the molecular variation among cells within a tumor-promises to address outstanding questions in cancer biology and improve the diagnosis and treatment of specific cancer subtypes. Single-cell analyses, especially RNA sequencing and other genomics modalities, have been transformative in revealing novel biomarkers and molecular regulators associated with tumor growth, metastasis and drug resistance. However, these approaches fail to provide a complete picture of tumor biology, as information on cellular location within the tumor microenvironment is lost. New technologies leveraging multiplexed fluorescence, DNA, RNA and isotope labeling enable the detection of tens to thousands of cancer subclones or molecular biomarkers within their native spatial context. The expeditious growth in these techniques, along with methods for multiomics data integration, promises to yield a more comprehensive understanding of cell-to-cell variation within and between individual tumors. Here we provide the current state and future perspectives on the spatial technologies expected to drive the next generation of research and diagnostic and therapeutic strategies for cancer.
34599004	2021	Genome research	Advances in spatial transcriptomic data analysis.	Spatial transcriptomics is a rapidly growing field that promises to comprehensively characterize tissue organization and architecture at the single-cell or subcellular resolution. Such information provides a solid foundation for mechanistic understanding of many biological processes in both health and disease that cannot be obtained by using traditional technologies. The development of computational methods plays important roles in extracting biological signals from raw data. Various approaches have been developed to overcome technology-specific limitations such as spatial resolution, gene coverage, sensitivity, and technical biases. Downstream analysis tools formulate spatial organization and cell-cell communications as quantifiable properties, and provide algorithms to derive such properties. Integrative pipelines further assemble multiple tools in one package, allowing biologists to conveniently analyze data from beginning to end. In this review, we summarize the state of the art of spatial transcriptomic data analysis methods and pipelines, and discuss how they operate on different technological platforms.
35977841	2022	Genome research	dbEmbryo multi-omics database for analyses of synergistic regulation in early mammalian embryo development.	"During early mammalian embryo development, different epigenetic marks undergo reprogramming and play crucial roles in the mediation of gene expression. Currently, several databases provide multi-omics information on early embryos. However, how interconnected epigenetic markers function together to coordinate the expression of the genetic code in a spatiotemporal manner remains difficult to analyze, markedly limiting scientific and clinical research. Here, we present dbEmbryo, an integrated and interactive multi-omics database for human and mouse early embryos. dbEmbryo integrates data on gene expression, DNA methylation, histone modifications, chromatin accessibility, and higher-order chromatin structure profiles for human and mouse early embryos. It incorporates customized analysis tools, such as ""multi-omics visualization,"" ""Gene&Peak annotation,"" ""ZGA gene cluster,"" ""cis-regulation,"" ""synergistic regulation,"" ""promoter signal enrichment,"" and ""3D genome."" Users can retrieve gene expression and epigenetic profile patterns to analyze synergistic changes across different early embryo developmental stages. We showed the uniqueness of dbEmbryo among extant databases containing data on early embryo development and provided an overview. Using dbEmbryo, we obtained a phase-separated model of transcriptional control during early embryo development. dbEmbryo offers web-based analytical tools and a comprehensive resource for biologists and clinicians to decipher molecular regulatory mechanisms of human and mouse early embryo development."
34488839	2021	Genome biology	Genomic basis underlying the metabolome-mediated drought adaptation of maize.	BACKGROUND: Drought is a major environmental disaster that causes crop yield loss worldwide. Metabolites are involved in various environmental stress responses of plants. However, the genetic control of metabolomes underlying crop environmental stress adaptation remains elusive. RESULTS: Here, we perform non-targeted metabolic profiling of leaves for 385 maize natural inbred lines grown under well-watered as well as drought-stressed conditions. A total of 3890 metabolites are identified and 1035 of these are differentially produced between well-watered and drought-stressed conditions, representing effective indicators of maize drought response and tolerance. Genetic dissections reveal the associations between these metabolites and thousands of single-nucleotide polymorphisms (SNPs), which represented 3415 metabolite quantitative trait loci (mQTLs) and 2589 candidate genes. 78.6% of mQTLs (2684/3415) are novel drought-responsive QTLs. The regulatory variants that control the expression of the candidate genes are revealed by expression QTL (eQTL) analysis of the transcriptomes of leaves from 197 maize natural inbred lines. Integrated metabolic and transcriptomic assays identify dozens of environment-specific hub genes and their gene-metabolite regulatory networks. Comprehensive genetic and molecular studies reveal the roles and mechanisms of two hub genes, Bx12 and ZmGLK44, in regulating maize metabolite biosynthesis and drought tolerance. CONCLUSION: Our studies reveal the first population-level metabolomes in crop drought response and uncover the natural variations and genetic control of these metabolomes underlying crop drought adaptation, demonstrating that multi-omics is a powerful strategy to dissect the genetic mechanisms of crop complex traits.
26377073	2016	Bioinformatics (Oxford, England)	A non-negative matrix factorization method for detecting modules in heterogeneous omics multi-modal data.	MOTIVATION: Recent advances in high-throughput omics technologies have enabled biomedical researchers to collect large-scale genomic data. As a consequence, there has been growing interest in developing methods to integrate such data to obtain deeper insights regarding the underlying biological system. A key challenge for integrative studies is the heterogeneity present in the different omics data sources, which makes it difficult to discern the coordinated signal of interest from source-specific noise or extraneous effects. RESULTS: We introduce a novel method of multi-modal data analysis that is designed for heterogeneous data based on non-negative matrix factorization. We provide an algorithm for jointly decomposing the data matrices involved that also includes a sparsity option for high-dimensional settings. The performance of the proposed method is evaluated on synthetic data and on real DNA methylation, gene expression and miRNA expression data from ovarian cancer samples obtained from The Cancer Genome Atlas. The results show the presence of common modules across patient samples linked to cancer-related pathways, as well as previously established ovarian cancer subtypes. AVAILABILITY AND IMPLEMENTATION: The source code repository is publicly available at https://github.com/yangzi4/iNMF. CONTACT: gmichail@umich.edu SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.
39103939	2024	Genome biology	STdGCN: spatial transcriptomic cell-type deconvolution using graph convolutional networks.	Spatially resolved transcriptomics integrates high-throughput transcriptome measurements with preserved spatial cellular organization information. However, many technologies cannot reach single-cell resolution. We present STdGCN, a graph model leveraging single-cell RNA sequencing (scRNA-seq) as reference for cell-type deconvolution in spatial transcriptomic (ST) data. STdGCN incorporates expression profiles from scRNA-seq and spatial localization from ST data for deconvolution. Extensive benchmarking on multiple datasets demonstrates that STdGCN outperforms 17 state-of-the-art models. In a human breast cancer Visium dataset, STdGCN delineates stroma, lymphocytes, and cancer cells, aiding tumor microenvironment analysis. In human heart ST data, STdGCN identifies changes in endothelial-cardiomyocyte communications during tissue development.
40802546	2025	Bioinformatics (Oxford, England)	HallmarkGraph: a cancer hallmark informed graph neural network for classifying hierarchical tumor subtypes.	MOTIVATION: Accurate tumor subtype diagnosis is crucial for precision oncology, yet current methodologies face significant challenges. These include balancing model accuracy with interpretability and the high costs of generating multi-omics data in clinical settings. Moreover, there is a lack of validated models capable of classifying hierarchical tumor subtypes across a comprehensive pan-cancer cohort. RESULTS: We present a graph neural network, HallmarkGraph, the first biologically informed model developed to classify hierarchical tumor subtypes in human cancer. Inspired by cancer hallmarks, the model's architecture integrates transcriptome profiles and gene regulatory interactions to perform multi-label classification. We evaluate the model on a comprehensive pan-cancer cohort comprising 11 476 samples from 26 primary cancers with 405 subtypes up to eight levels. The model demonstrates exceptional performance, achieving 5-fold cross-validation accuracy between 85% and 99% for tumor subtypes labeled with increasing details of genomic information. It also shows good generalizability on a validation dataset of 887 samples, assessed using three metrics that consider tumor subtypes at individual, combined, and sample levels. Benchmarking and ablation experiments show that hallmark-based embeddings slightly influence model performance, while the integrated multilayer perceptron plays a significant role in determining classifier accuracy. Additionally, we use the SHAP method to link cancer hallmarks with genes, identifying key features that influence model decisions. Our findings present a biologically informed machine learning framework capable of tracking tumor transcriptomic trajectories and distinguishing inter- and intra-tumor heterogeneity in pan-cancer. This approach holds promise for enhancing cancer diagnostics. AVAILABILITY AND IMPLEMENTATION: HallmarkGraph is accessible at https://github.com/laixn/HallmarkGraph.
